id,Comercial_Name,Social_reason,Activity,Size,Colony,Postal_Code,State,City,Phone,EMAIL,Web_Page,Max_People
985,ARTI GRAF SA DE CV,ARTIGRAF SA DE CV,Fabricación de envases de cartón,251 y más personas,GONHER,66350,Nuevo León,Santa Catarina,,INFO@ARTIGRAF.COM.MX,WWW.ARTIGRAF.COM.MX,251
986,ASTRAZENECA,ASTRAZENECA SA DE CV,Fabricación de preparaciones farmacéuticas,251 y más personas,VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,CLAUDIO.MENDEZ1@ASTRAZENECA.COM,WWW.ASTRAZENECA.COM,251
987,BETPLAS,BETPLAS S DE RL MI,"Fabricación de tubería y conexiones, y tubos para embalaje",51 a 100 personas,INDUSTRIAL UNIDAD NACIONAL II,66350,Nuevo León,Santa Catarina,,KARLA.DIAZ@BETPLAS.COM.MX,WWWW.BETPLAS.COM.MX,100
988,BLOCKERA REGIOMONTANA,BLOCKERA REGIOMONTANA SA DE CV,Fabricación de tubos y bloques de cemento y concreto,101 a 250 personas,ZONA INDUSTRIAL SANTA CATARINA,66350,Nuevo León,Santa Catarina,,CONTABILIDAD@BLOCKERA.COM,WWW.BLOQUERA.COM,250
989,BLUE BOX,,Fabricación de envases de cartón,101 a 250 personas,ALMACENTRO,66600,Nuevo León,Apodaca,,AURELIO@BLUEBOX.COM.MX,WWW.BLUEBOX.COM.MX,250
990,BRADFORD DE MEXICO S DE RL DE CV,BRADFORD DE MEXICO S DE RL DE CV,Fabricación de envases y contenedores de plástico para embalaje con y sin reforzamiento,251 y más personas,KALOS,66603,Nuevo León,Apodaca,,ARTURO.CARRANZA@BRADFORDCOMPANY.COM,WWW.BRADFORDCOMPANY.COM,251
991,BUDENHEIM MEXICO,BUDENHEIM MEXICO SA DE CV,Fabricación de otros productos químicos básicos inorgánicos,101 a 250 personas,EL LECHUGAL,66376,Nuevo León,Santa Catarina,,MONICA.AGUIRRE@BUDENHEIM.COM,WWW.BUDENHEIN.COM,250
992,CARMONT,CARMONT S DE RL DE CV,Fabricación de otros productos de plástico sin reforzamiento,51 a 100 personas,FINSA,66350,Nuevo León,Santa Catarina,,PAULINA@SCREENTINGTH.COM,,100
993,CARTOLITO,CARTOLITO SA DE CV,Fabricación de envases de cartón,51 a 100 personas,CONSTITUYENTES DEL 57,64260,Nuevo León,Monterrey,,JLGARCIA@CARTOLITO.COM,WWW.CARTOLITO.COM,100
994,CARTÓN BOX,EMPRESAS BENGON SA DE CV,Fabricación de envases de cartón,101 a 250 personas,LAS ESCOBAS,67133,Nuevo León,Guadalupe,,RTRINIDAD@CARTONBOXS.COM,WWW.CARTONBOX.COM,250
995,CERAMOSA,PRODUCTOS DE BAÑO MONTERREY SA DE CV,Fabricación de muebles de baño,101 a 250 personas,DEL NORTE,64500,Nuevo León,Monterrey,,VENTAS@CERAMOSA.MX,WWW.CERAMOSA.MX,250
996,CHEONG WOON MEXICO,CHOENG WONG MEXICO SA DE CV,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,251 y más personas,CENTRO DE APODACA,66600,Nuevo León,Apodaca,,AMATAMOROS@CHWOON.COM,WWW.CHWOON.COM.MX,251
997,COLOMBIN BEL,,Fabricación de espumas y productos de uretano,51 a 100 personas,FRACCIONAMIENTO INDUSTRIAL EL LECHUGAL,66376,Nuevo León,Santa Catarina,,RPALOMARES@COLOMBINBEL.COM,,100
998,COLOR PRINT DE MONTERREY,COLOR PRINT DE MONTERREY SA DE CV,Fabricación de envases de cartón,101 a 250 personas,ANTIGUO NOGALAR,66484,Nuevo León,San Nicolás de los Garza,,JUAN.REDONDO@COLORPRINT.COM.MX,WWW.COLORPRINT.COM.MX,250
999,COMERCIALIZACION Y PREFABRICADOS COMPRE,COMERCIALIZACION Y PREFABRICADOS COMPRE SA DE CV,Fabricación de tubos y bloques de cemento y concreto,51 a 100 personas,SIN REFERENCIA,66350,Nuevo León,Santa Catarina,,NLOPEZ@COMPRE.COM.MX,WWW.COMPRE.COM.MX,100
1000,COMPAÑÍA IMPRESORA ESPECIALIZADA,COMPAÑÍA IMPRESORA ESPECIALIZADA SA DE CV,Impresión de formas continuas y otros impresos,51 a 100 personas,TERMINAL,64580,Nuevo León,Monterrey,8183743390,RH@COIMPRESO.COM,,100
1001,COMPLEX QUIMICA,COMPLEX QUIMICA SA DE CV,Fabricación de otros productos químicos básicos inorgánicos,101 a 250 personas,RESIDENCIAL CUAUHTEMOC,66144,Nuevo León,Santa Catarina,,RRUIZ@COMPLEXQUIMICA.COM,WWW.COMPLEXQUIMICA.COM,250
1002,CONCRETOS TECNICOS,CONCRETOS TECNICOS DE MEXICO SA DE CV,Fabricación de concreto,101 a 250 personas,DEL NORTE,64500,Nuevo León,Monterrey,,SPINAL@CONCRETOSTECNICOS.COM,WWW.CONCRETOSTECNICOS.MX,250
1003,CONCRETOS TEPEYAC,CONCRETOS TEPEYAC SA DE CV,Fabricación de concreto,101 a 250 personas,TRABAJADORES,66149,Nuevo León,Santa Catarina,,ESTHELAZAMARRON@HOTMAIL.COM,WWW.CONCRETOSTEPEYAC.COM.MX,250
1004,CONVER FORMA,CONVERFORMA SA DE CV,Fabricación de productos de plástico para el hogar con y sin reforzamiento,101 a 250 personas,LOS NOGALES,64260,Nuevo León,Monterrey,,ALVARO@CONVERFORMA.MX,WWW.CONVERFOMA.COM,250
1005,CONVERTIDORA DE POLIMEROS SA DE CV,CONVERTIDORA DE POLIMEROS SA DE CV,Fabricación de bolsas y películas de plástico flexible,51 a 100 personas,LA FAMA,66100,Nuevo León,Santa Catarina,,CONTA2@COPOSA.COM.MX,,100
1006,COPAMEX CORRUGADOS,COPAMEX CORRUGADOS SA DE CV,Fabricación de envases de cartón,251 y más personas,ARBOLEDAS DE SAN JORGE,66465,Nuevo León,San Nicolás de los Garza,,MIGUEL.GATICA@COPAMEX.COM,,251
1007,COPAMEX INDUSTRIAS SA DE CV,COPAMEX INDUSTRIAS SA DE CV,Fabricación de papel a partir de pulpa,251 y más personas,CUAUHTEMOC,66450,Nuevo León,San Nicolás de los Garza,,SAUL.CAMACHO@COPAMEX.COM,,251
1008,CORNING MEXICANA,CORNING MEXICANA SA DE CV,Fabricación de artículos de vidrio de uso industrial y comercial,101 a 250 personas,LAGRANGE,66480,Nuevo León,San Nicolás de los Garza,,CAMPOSA13@CORNING.COM,,250
1009,CORPORACION INDUSTRIAL DE MOLDEO SA DE CV  MASTERCIM,CORPORACION INDUSTRIAL DE MOLDEO SA DE CV,Fabricación de otros productos de plástico sin reforzamiento,101 a 250 personas,INDUSTRIAL NOGALAR,66484,Nuevo León,San Nicolás de los Garza,,AARONAPARICIO@MASTERCIM.COM,WWW.MASTERCIM.COM,250
1010,CORRUGADOS LOGO,CORRUGADOS LOGO SA DE CV,Fabricación de envases de cartón,51 a 100 personas,PARQUE INDUSTRIAL KALOS DEL PONIENTE,66367,Nuevo León,Santa Catarina,8186763993,JAVIERLIMON@CORRUGADOSLOGO.COM,,100
1011,CORRUGADOS Y SUMINISTROS DEL NORTE,CORRUGADOS Y SUMINISTROS DEL NORTE SA DE CV,Fabricación de envases de cartón,51 a 100 personas,SAN RAFAEL,67110,Nuevo León,Guadalupe,,CREDITOYCOBRANZAMTY@CARDBOARD.COM.MX,,100
1012,COSMOCEL,COSMOCEL SA,Fabricación de fertilizantes,251 y más personas,INDUSTRIAL NOGALAR,66484,Nuevo León,San Nicolás de los Garza,,GILBERTO.CAMACHO@COSMOCEL.COM,WWW.COSMOCEL.COM.MX,251
1013,COVERPACK DE MEXICO,COVERPACK DE MEXICO SA DE CV,Fabricación de bolsas y películas de plástico flexible,101 a 250 personas,EL MILAGRO,66637,Nuevo León,Apodaca,,ADMINSTRACION@COVERPACK.COM.MX,WWW.COVERPACK.COM.MX,250
1014,CREATIVIDAD PROMOCIONAL DE MONTERREY,CREATIVIDAD PROMOCIONAL DE MONTERREY SA DE CV,Impresión de formas continuas y otros impresos,101 a 250 personas,ZONA CENTRO,67100,Nuevo León,Guadalupe,,GUADALUPE@PROMOCIONAL.COM.MX,WWW.PROMOCIONAL.COM.MX,250
1015,CREATIVIDAD PROMOCIONAL DE MONTERREY,CREATIVIDAD PROMOCIONAL DE MONTERREY SA DE CV,Impresión de formas continuas y otros impresos,51 a 100 personas,MONTERREY CENTRO,64000,Nuevo León,Monterrey,,CREATIVIDAD@PROMOCIONAL.COM.MX,WWW.PROMOCIONAL.COM.MX,100
1016,CRISER,,Fabricación de bandas y mangueras de hule y de plástico,101 a 250 personas,VALLES DE LA SILLA,67180,Nuevo León,Guadalupe,8188004992,ERICKA.TORRES@CRISER.COM.MX,WWW.CRISER.COM.MX,250
1017,CYAN LABS,CYAN LABS SA DE CV,Fabricación de otros productos químicos básicos orgánicos,101 a 250 personas,MOISES SAENZ,66613,Nuevo León,Apodaca,,ELMER.PEREZ@CYANLABS.COM,,250
1018,DALTILE MEXCIO,DALTILE MEXICO S DE RL DE CV,Fabricación de azulejos y losetas no refractarias,251 y más personas,SAN PEDRO GARZA GARCIA,66230,Nuevo León,San Pedro Garza García,8115091838,SANTNIAGO.CARRILLO@DALTILE.COM.MX,WWW.DALTILE.COM.MX,251
1019,DALTILE MEXICO FABRICA MUESTRAS CENEFAS Y DISTRIBUCION,DALTILE MEXICO S DE RL DE CV,Fabricación de azulejos y losetas no refractarias,51 a 100 personas,EL LECHUGAL,66200,Nuevo León,Santa Catarina,,SANTIAGO.CARRILLO@DALTILE.COM.MX,WWW.DALTILE.COM.MX,100
1020,DALTILE MEXICO MOSAICOS,DALTILE MEXICO S DE RL DE CV,Fabricación de azulejos y losetas no refractarias,251 y más personas,EL OBISPO,66230,Nuevo León,San Pedro Garza García,8115091838,SANTAGO.CARRILLO@DALTILE.COM.MX,WWW.DALTIL.COM.MX,251
1021,DANHIL DE MEXICO,DANHIL DE MEXICO S DE RL DE CV,Fabricación de envases de cartón,101 a 250 personas,PARQUE INDUSTRIAL LA SILLA APODACA,66600,Nuevo León,Apodaca,,GEORGINAM@DANHILCOMTAINERS.COM,,250
1022,DETERGENTES Y JABONES SASIL,DETERGENTES Y JABONES SASIL SAPI DE CV,"Fabricación de jabones, limpiadores y dentífricos",251 y más personas,INDUSTRIAL NOGALAR,66484,Nuevo León,San Nicolás de los Garza,,VANTONIO@SASIL.MX,WWW.SASIL.MX,251
1023,DIGA,DIGA SA DE CV,Fabricación de otros productos de hule,101 a 250 personas,ALMA CENTRO,66600,Nuevo León,Apodaca,,SSANDOVAL@DIGA.COM.MX,WWW.DIGA-COM-MX,250
1024,DISPLAY PRODUCTS,DISPLAY PRODUCTS S DE RL DE CV,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,251 y más personas,VYNMSA,66350,Nuevo León,Santa Catarina,,RICARDO.OROPEZA@THIERICA.COM,WWW.THIERICADISPLAY.COM,251
1025,DMP MONTERREY S DE RL DE CV,DMP MONTERREY S DE RL DE CV,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,251 y más personas,STIVA AEROPUERTO,66600,Nuevo León,Apodaca,,ENRIQUE.GARZA@TECHNIPLAS.COM,,251
1026,DONG JIN TECHWIN,,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,251 y más personas,HUINALA,66645,Nuevo León,Apodaca,,NOMINAS_DONGJIN@OUTLOOK.COM,,251
1027,DYNAKRON OFICINAS,DYNAKROM SAPI DE CV,Fabricación de pigmentos y colorantes sintéticos,101 a 250 personas,BELLA VISTA,64410,Nuevo León,Monterrey,,CESARR@DYNAKRON.COM,WWW.DYNAKRON.COM,250
1028,E&O PLASTIC DE MÉXICO,E&O PLASTIC MEXICO SA DE CV,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,101 a 250 personas,ARBOLEDAS DE SANTA CRUZ,67110,Nuevo León,Guadalupe,,joel.villanueva@villagar.com,WWW.EOPLASTIC.COM/MONTERREY.COM,250
1029,EDENIKA,FORMEC SA DE CV,Fabricación de otros productos de plástico con reforzamiento,51 a 100 personas,BOSQUES DEL PONIENTE,66362,Nuevo León,Santa Catarina,,TESORERIA@FORMEC1.COM,WWW.FORMEC.COM,100
1030,EFFORM,EFFORM SA DE CV,Fabricación de envases de cartón,51 a 100 personas,KARLOS GUADALUPE,67205,Nuevo León,Guadalupe,,VJIMENEZ@EFFORM.COM.MX,WWW.EFFORM.COM.MX,100
1031,EL MADERAL DE MONTERREY,EL MADERAL DE MONTERREY SA DE CV,Fabricación de productos para embalaje y envases de madera,51 a 100 personas,INDUSTRIAL NOGALAR,66480,Nuevo León,San Nicolás de los Garza,8111384921,EGARCIA@ELMADERAL.COM.MX,WWW.ELMADERAL.COM.MX,100
1032,EMBOTELLADORA GEYSER,EMBOTELLADORA GEYSER SA DE CV,Fabricación de envases y contenedores de plástico para embalaje con y sin reforzamiento,51 a 100 personas,BOSQUES DE LA HUASTECA,66354,Nuevo León,Santa Catarina,,AFLORES@GRUPOGEYSER.COM,WWW.GRUPOGEYSER.COM,100
1033,EMPAQUES CARMA,EMPAQUES CARMA SA DE CV,Fabricación de envases de cartón,101 a 250 personas,HACIENDA EL PALMAR,66367,Nuevo León,Santa Catarina,,CGUERRERO@EMPAQUESCARMA.COM,,250
1034,EMPAQUES CONFIABLES,EMPAQUES CONFIABLES SA DE CV,Fabricación de envases de cartón,51 a 100 personas,VILLA DE SAN CARLOS,66644,Nuevo León,Apodaca,,ELIZABETHLARALO@HOTMAIL.COM,,100
1035,EMPAQUES DE CARTON MONTERREY,EMPAQUES DE CARTON MONTERREY SA DE CV,Fabricación de envases de cartón,51 a 100 personas,MISION DEL VALLE,67118,Nuevo León,Guadalupe,,DTENORIO@ECMSA.COM.MX,,100
1036,EMPAQUES MOLDEADOS DE AMERICA TECNOLOGIAS,EMPAQUES MOLDEADOS DE AMERICA TECNOLOGIAS S DE RL DE CV,Fabricación de envases de cartón,101 a 250 personas,NINGUNO,66603,Nuevo León,Apodaca,,DVEGA@EMATEC.COM.MX,WWW.EMATEC.COM.MX,250
1037,EMPRESA MEXICANA DE MANUFACTURAS SUCURSAL SANTA CATARINA,EMPRESA MEXICANA DE MANUFACTURAS SA DE CV,"Fabricación de tubería y conexiones, y tubos para embalaje",51 a 100 personas,DIAMANTE O FINSA 2,,Nuevo León,Santa Catarina,,CRESCO@RECUSOSHUMANOS.COM,,100
1038,EPC TECHNOLOGIES,EPC TECHNOLOGIES S DE RL DE CV,"Impresión de libros, periódicos y revistas",51 a 100 personas,MONTERREY,66600,Nuevo León,Apodaca,,JA.RAMIREZ@CLLA.MX,,100
1039,EQ COMPONENTS,EQ COMPONENTS SA DE CV,Fabricación de autopartes de plástico con y sin reforzamiento,51 a 100 personas,SANTA CATARINA IND,,Nuevo León,Santa Catarina,,RH@EQCOMPONENTS.COM,,100
1040,EQUIMSA,ESPECIALIDADES QUIMICAS MONTERREY SA DE CV,Fabricación de otros productos químicos,101 a 250 personas,EL LECHIGAL SANTA CATARINA,66265,Nuevo León,Santa Catarina,,HILDAVALDEZ@EQUIMSA.COM,WWW.EQUIMSA.COM,250
1041,ESPUMAS INDUSTRIALES MONTERREY,ESPUMAS INDUSTRIALES MONTERREY SA DE CV,Fabricación de espumas y productos de uretano,51 a 100 personas,DEL NORTE,64500,Nuevo León,Monterrey,,ANTONIO.MENDIOZA@ESPUMAS.MX,WWW.ESPUMAS.COM.MX,100
1042,ETIPRINT,ETIPRINT ,Impresión de formas continuas y otros impresos,51 a 100 personas,BUROCRATAS DEL ESTADO,64380,Nuevo León,Monterrey,,RECURSOSHUMANOS@ETIPRINT.COM,WWW.ETIPRINT.COM,100
1043,EUCOMEX,EUCOMEX SA DE CV,Fabricación de cemento y productos a base de cemento en plantas integradas,101 a 250 personas,DESARROLLO INDUSTRIAL MONTERREY,66390,Nuevo León,Santa Catarina,5526605827,MMIRANDA@EUCLIDCHEMECAL.MX,WWW.EUCOMEX.COM,250
1044,EVCO PLASTICS DE MEXICO,EVCO PLASTICS DE MEXICO S DE RL DE CV,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,101 a 250 personas,GUADALUPE VICTORIA,67180,Nuevo León,Guadalupe,,SARAI_L@EVCOPLASTIC.COM.MX,WWW.EVCOPLATIC.COM.MX,250
1045,EVCO PLASTICS DE MEXICO,EVCO PLASTICS DE MEXICO S DE RL DE CV,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,251 y más personas,GUADALUPE VICTORIA,67180,Nuevo León,Guadalupe,,SARAI_L@EVCOPLASTICS.COM.MX,,251
1046,EVERTIS DE MEXICO,EVERTIS DE MEXICO SA DE CV,Fabricación de laminados de plástico rígido,101 a 250 personas,KALOS,66600,Nuevo León,Apodaca,,FACTURAS@EVERTIS.COM.MX,WWW.EVERTIS.COM,250
1047,EXCELCUTS,EXCELCUTS S DE RL DE CV,Fabricación de otros productos de plástico sin reforzamiento,51 a 100 personas,HASNA I LOTE 3 BODEGA 3,66600,Nuevo León,Apodaca,,MALVAREZ@EXCELCUTS.COM,WWW.EXCELCUTS.COM,100
1048,EXPOMEX,PRODUCTIVIDAD INTEGRAL SA DE CV,Impresión de formas continuas y otros impresos,101 a 250 personas,OBRERA,64010,Nuevo León,Monterrey,,ADMINISTRACION@EXPOMEX.COM,WWW.EXPOMEX.COM,250
1049,FABRICA DE EMPAQUES CORRUGADOS JR,FABRICA DE EMPAQUES CORRUGADOS JR SA DE CV,Fabricación de envases de cartón,51 a 100 personas,INDUSTRIAL LA GRANJE,66475,Nuevo León,San Nicolás de los Garza,,VENTAS@FECSAJR.COM,WWW.FECSAJR.COM,100
1050,FAGSA,FACSIMIL ARTE GRAFICO SA DE CV,"Impresión de libros, periódicos y revistas",51 a 100 personas,CEMENTOS,64550,Nuevo León,Monterrey,8115744754,ADMINISTRACION@FAGSA.COM.MX,WWW.FAGSA.COM.MX,100
1051,FAMA TECCHNOLOGY FOUNDRY,FAMA TECHNOLOGY FOUNDRY SA DE CV,Fabricación de otros productos de plástico con reforzamiento,251 y más personas,SAN HUMBERTO,66120,Nuevo León,Santa Catarina,,CONTABILIDAD1@FAMATECHNOLOGI.COM.MX,,251
1052,FIBERS MÉXICO HOLDINGS S DE RL DE CV,FIBERS MEXICO HOLDINGS S DE RL DE CV,Fabricación de fibras químicas,251 y más personas,LA LEONA,66210,Nuevo León,San Pedro Garza García,,NORBERTO.ORDONEZ@LYCRA.COM,WWW.LYCRA.COM,251
1053,FILMPACK,FILMPACK SA DE CV,Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados,51 a 100 personas,ARBOLEDAS DE SANTA CRUZ,67196,Nuevo León,Guadalupe,,FILMPACKNOMINA@GMAIL.COM,WWW.FILMPACK.COM.MX,100
1054,FLOL SERVIPACK,FLOL SERVIPACK SA DE CV,Fabricación de envases de cartón,101 a 250 personas,MILIMEX,66637,Nuevo León,Apodaca,,ADMINISTRACION@FLSERVIPACK.COM,,250
1055,FOCOMSA,FOCOMSA SA DE CV,Impresión de formas continuas y otros impresos,51 a 100 personas,COLONIA DEL NORTE,64500,Nuevo León,Monterrey,,CONTABILIDAD@FOCOMSA.COM.MX,WWW.FOCOMSA.COM.MX,100
1056,FORMAS INTELIGENTES,FORMAS INTELIGENTES SA DE CV,Impresión de formas continuas y otros impresos,101 a 250 personas,DESARROLLO LAS TORRES,64760,Nuevo León,Monterrey,,LILIANA.RANGEL@FORMASINTELIGENTES.COM.MX,WWW.INTELLIGENTFORMS.COM.MX,250
1057,FUERZA GRAFICA DEL NORTE SA DE CV,FUERZA GRAFICA DEL NORTE SA DE CV,Impresión de formas continuas y otros impresos,101 a 250 personas,NUEVO REPUEBLO,64700,Nuevo León,Monterrey,,HRODRIGUEZ@FUERZAGRAFICA.COM.MX,WWW.FUERZAGRAFICA.COM.MX,250
1058,FUSION GRAFICA,FUSION GRAFICA SA DE CV,Impresión de formas continuas y otros impresos,101 a 250 personas,REGIO PARQUE INDUSTRIAL,66633,Nuevo León,Apodaca,,RECURSOSHUMANOS@FUSIONGRAFICA.COM.MX,WWW.FUSIONGRAFICA.COM.MX,250
1059,FUTAMURA MEXICO,FUTAMURA MEXICO SA DE CV,Fabricación de bolsas y películas de plástico flexible,51 a 100 personas,HACIENDA LOS MORALES 3ER SECTOR,66495,Nuevo León,San Nicolás de los Garza,,ALEJANDRA.DELAROSA@FUTAMURAGROUP.COM,FUTAMURAGROUP.COM,100
1060,GAMA PAK,,Fabricación de productos de plástico para el hogar con y sin reforzamiento,101 a 250 personas,DEL NORTE,64500,Nuevo León,Monterrey,,ZANDRA@GAMAPAK.COM.MX,,250
1061,GEMTRON DE MEXICO,GEMTRON DE MEXICO SA DE CV,Fabricación de vidrio,251 y más personas,MILENIUM,66600,Nuevo León,Apodaca,,PILAR.AGUILAR@SCHOTT.COM,,251
1062,GENERAL DE CERAMICA,,Fabricación de muebles de baño,51 a 100 personas,APODACA CENTRO,66600,Nuevo León,Apodaca,,VVILLAGRAN@GENERALDECERAMICA.COM,,100
1063,GONHERRPLAST,GONHERRPLAST SA DE CV,Fabricación de productos de plástico para el hogar con y sin reforzamiento,51 a 100 personas,CONTRY,64860,Nuevo León,Monterrey,,ADMINISTRACION@GONHERRPLAST.COM,WWW.GONHERRPLAST.COM,100
1064,GRAFICA DEL NORTE,GRAFICA DEL NORTE SA DE CV,Impresión de formas continuas y otros impresos,51 a 100 personas,NUEVO REPUEBLO,64700,Nuevo León,Monterrey,8181905919,JFFLORES@GRAFINSA1.COM,,100
1065,GRAFO REGIA,GRAFO REGIA S DE RL DE CV,Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados,251 y más personas,BELLA VISTA,64410,Nuevo León,Monterrey,8182521858,GUADALUPE.JIMENEZ@MCCLABEL.COM,WWW.MCCLABEL.COM,251
1066,GRANMARK SA DE CV,GRANMARK SA DE CV,Fabricación de otros productos de cartón y papel,251 y más personas,STIVA BARRAGAN,66422,Nuevo León,San Nicolás de los Garza,,lurosales@granmark.com.mx,WWW.GRANMARK.COM.MX,251
1067,GRUPO CONVERMEX,GRUPO CONVERMEX SA DE CV,Fabricación de espumas y productos de poliestireno,251 y más personas,LOS TRABAJADORES,66100,Nuevo León,Santa Catarina,,MARCO.ALONZO@CARVAJAL.COM,WWW.CARVAJALEMPAQUES.COM.MX,251
1068,GRUPO ETIMEX,GRUPO ETIMEX SA DE CV,Impresión de formas continuas y otros impresos,101 a 250 personas,CHURUBUSCO,64590,Nuevo León,Monterrey,,INFO@ETIMEX.COM,WWW.ETIMEX.COM,250
1069,GRUPO INDUSTRIAL REYMA,GRUPO INDUSTRIAL REYMA SA DE CV,Fabricación de productos de plástico para el hogar con y sin reforzamiento,251 y más personas,PARQUE INDUSTRIAL MONTERREY,66603,Nuevo León,Apodaca,,IRODRIGUEZ@REYMAN.COM.MX,WWW.GRUPOREYMAN.COM,251
1070,GRUPO JR INDUSTRIAL SA DE CV,GRUPO JR INDUSTRIAL SA DE CV,Fabricación de productos para embalaje y envases de madera,51 a 100 personas,MILIMEX,66634,Nuevo León,Apodaca,,INFO@GRUPOJRINDUSTRIAL.COM,,100
1071,GRUPO OFFSET,GRUPO OFFSET SA DE CV,Impresión de formas continuas y otros impresos,51 a 100 personas,CENTRO DE MONTERREY,64000,Nuevo León,Monterrey,,GRACIELA@OFFSETMONTERREY.COM,,100
1072,HAENG SUNG ELECTRONICS MONTERREY DE MEXICO,HAENG SUNG ELECTRONICS MONTERREY DE MEXICO SA DE CV,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,101 a 250 personas,EL SABINAL,66645,Nuevo León,Apodaca,,DIVINSIERRA@HAENGSUNG.COM.MX,,250
1073,HAKKAI MÉXICO,HAKKAI MEXICO SA DE CV,Fabricación de autopartes de plástico con y sin reforzamiento,51 a 100 personas,PARQUE INDUSTRIAL MILENIUM,66600,Nuevo León,Apodaca,8119883966,LIZETH.ZAMORA@HAKKAI.MX,WWW.HAKKAI.COM.MX,100
1074,HARZ MEXICANOS,HARZ MEXICANOS SA DE CV,Fabricación de otros productos de plástico con reforzamiento,51 a 100 personas,CARRETERA MONTERREY SALTILLO,66350,Nuevo León,Santa Catarina,,MAYRARANGEL@HARZ.COM.MX,WWW.HARZ.COM.MX,100
1075,HEXAGONOS MEXICANOS,HEXAGONOS MEXICANOS SA DE CV,Fabricación de envases de cartón,101 a 250 personas,ZIMIX,66350,Nuevo León,Santa Catarina,,CESAR@HEXAGONOSMEXICANOS.COM,WWW.HEXAGONOSMEXICANOS.COM,250
1076,HOMECARE,HOMECARE DE MEXICO SA DE CV,"Fabricación de jabones, limpiadores y dentífricos",101 a 250 personas,LOS LERMAS,67188,Nuevo León,Guadalupe,8116366791,ASISTENTERH2@SWIPER.COM.MX,WWW.SWIPE.COM.MX,250
1077,HUNTINGTON SOLUTION DE MEXICO,HUNTINGTON FOAM DE MEXICO S DE RL DE CV,Fabricación de espumas y productos de poliestireno,101 a 250 personas,KALOS GUADALUPE,67205,Nuevo León,Guadalupe,8117594781,CLAUDIA.DIAZ@ALLEGUARD.COM,WWW.HUOLTINGTONSOLUTIONS.COM,250
1078,ICL FOSFATOS Y ADITIVOS MEXICO SA DE CV,ICL FOSFATOS Y ADITIVOS MEXICO SA DE CV,Fabricación de materias primas para la industria farmacéutica,101 a 250 personas,ARBOLEDAS DE SAN JORGE,66465,Nuevo León,San Nicolás de los Garza,8186252632,LEOPOLDO.SANCHEZ@ICL-FAM.COM,WWW.ICL-GROUP.COM,250
1079,IDENTCO,IDENTCO DE MEXICO S DE RL DE CV,Impresión de formas continuas y otros impresos,51 a 100 personas,DEL NORTE,66613,Nuevo León,Apodaca,,NJIMENEZ@IDENTCO.COM,WWW.IDENTCO.COM,100
1080,ILPEA,ILPEA S DE RL DE CV,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,101 a 250 personas,STIVA AEROPUERTO,66624,Nuevo León,Apodaca,,DMEJIA@ILPEA.COM,WWW.ILPEA.COM,250
1081,IMPAC,POLIMEROS ADHESIVOS Y DERIVADOS SA DE CV,Fabricación de pinturas y recubrimientos,251 y más personas,VALLE ORIENTE,66269,Nuevo León,Santa Catarina,8126333938,HECTOR.LARA@IMPAC.COM.MX,WWW.IMPAC.COM,251
1082,IMPULSORA INTERVISION,IMPULSORA INTERVISION SA DE CV,"Fabricación de cosméticos, perfumes y otras preparaciones de tocador",51 a 100 personas,LADRILLERA,64830,Nuevo León,Monterrey,8183589392,FRANCISCO@INTERVISON.COM.MX,,100
1083,INDUSTRIAL KAB SA DE CV,INDRUSTRIAL KAB DE MONTERREY SA DE CV,Fabricación de artículos de vidrio de uso doméstico,51 a 100 personas,LOS TREVIÑO,66150,Nuevo León,Santa Catarina,,KAB@PRODIGY.NET.MX,,100
1084,INDUSTRIAL RUBBER AND GASKET,INDUSTRIAL RUBBER AND GASKET SA DE CV,Fabricación de otros productos de hule,51 a 100 personas,LA FE,66477,Nuevo León,San Nicolás de los Garza,,RJUAREZ@IRUBBER.COM.MX,WWW.RUBBER.COM.MX,100
1085,INDUSTRIAS PLASTICAS NYC,INDUSTRIAS PLASTICAS NYC SA DE CV,Fabricación de productos de plástico para el hogar con y sin reforzamiento,101 a 250 personas,INDUSTRIAL NOGALAR,66460,Nuevo León,San Nicolás de los Garza,,HTREJO@NYC.COM.MX,WWW.NYC.COM.MX,250
1086,INDUSTRIAS TUK,INDUSTRIAS TUK SA DE CV,Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados,251 y más personas,VALLE DEL MEZQUITAL,66632,Nuevo León,Apodaca,,ABERNAL@TUK.COM.MX,WWW.TUK.COM.MX,251
